Year,Year_Scaled,Year_STD,Month,Keywords,Abstract,Abstract_Cleaned,Abstract Length,Keywords_Cleaned,Number of Keywords,Month_Cleaned
2019,1.159193324849707,169.88699777329293,April,"['Asset pricing', 'History of finance', 'Present value tests']","We study asset pricing over the longue durée using share prices and net dividends from the Bazacle company of Toulouse, the earliest documented shareholding corporation. The data extend from the firm’s foundation in 1372 to its nationalization in 1946. We find an average dividend yield of 5% per annum and near-zero long-term, real capital appreciation. Stationary dividends and stock prices enable us to directly study how prices relate to expected cash flows, without relying on a rate of return transformation. A reduced-form asset pricing model with persistent dividends and a time-varying risk correction is not rejected by the data.",studi asset price longu duré use share price net dividend bazacl compani toulouse earliest document sharehold corporation data extend firm foundat 1372 nation 1946 find averag dividend yield 5 per annum nearzero longterm real capit appreciation stationari dividend stock price enabl us direct studi price relat expect cash flows without reli rate return transformation reducedform asset price model persist dividend timevari risk correct reject data,639,"['asset price', 'histori of financ', 'present valu test']",3,4
2019,1.159193324849707,169.88699777329293,December,"['Proxy voting', 'Board connections', 'Mutual funds']","We study fund-firm connections that arise when firm executives and directors serve as fund directors. We find that connected funds are significantly more likely to vote with management in proposals with negative Institutional Shareholder Services (ISS) recommendations or low shareholder support. As our data show that management support does not exist either before connection formation or after its termination, this result is unlikely to be caused by omitted factors. Rather, the connected fund's voting patterns show independence from ISS recommendations and successful connected voting is associated with positive announcement returns, suggesting that connected fund support for management reflects information advantages. Lastly, we find that a fund family and firm are more likely to connect when the fund family holds a large stake in the firm and is geographically proximate as well as when it has a record of voting independently from ISS.",studi fundfirm connect aris firm execut director serv fund directors find connect fund signific like vote manag propos negat institut sharehold servic iss recommend low sharehold support data show manag support doe exist either befor connect format termination result unlik caus omit factors rather connect fund vote pattern show independ iss recommend success connect vote associ posit announc returns suggest connect fund support manag reflect inform advantages lastly find fund famili firm like connect fund famili hold larg stake firm geograph proxim well record vote independ iss,949,"['proxi vote', 'board connect', 'mutual fund']",3,12
2019,1.159193324849707,169.88699777329293,January,"['Disclosure', 'Price informativeness', 'Learning', 'Real efficiency']","We study real-efficiency implications of disclosing public information in a model with multiple dimensions of uncertainty where market prices convey information to a real decision maker. Paradoxically, when disclosure concerns a variable that the real decision maker cares to learn about, disclosure negatively affects price informativeness, and in markets that are effective in aggregating private information, this negative price-informativeness effect can dominate so that better disclosure negatively impacts real efficiency. When disclosure concerns a variable that the real decision maker already knows much about, disclosure always improves price informativeness and real efficiency. Our analysis has important empirical and policy implications for different contexts such as disclosure of stress test information and regulation of credit ratings.",studi realeffici implic disclos public inform model multipl dimens uncertainti market price convey inform real decis maker paradoxically disclosur concern variabl real decis maker care learn about disclosur negat affect price informativeness market effect aggreg privat information negat priceinform effect domin better disclosur negat impact real efficiency disclosur concern variabl real decis maker alreadi know much about disclosur alway improv price inform real efficiency analysi import empir polici implic differ context disclosur stress test inform regul credit ratings,854,"['disclosur', 'price inform', 'learn', 'real effici']",4,1
2019,1.159193324849707,169.88699777329293,August,"['Network analysis', 'Macroprudential regulation', 'Financial crises', 'Banking sector']","We study the behavior of the interbank market around the 2008 financial crisis. Using network analysis, we study two network structures, correlation networks based on publicly traded bank returns and physical networks based on interbank lending transactions, among these public and also private banks. While the two networks behave similarly pre-crisis, during the crisis the correlation network shows an increase in interconnectedness, while the physical network highlights a marked decrease in interconnectedness. Moreover, these networks respond differently to monetary and macroeconomic shocks. Physical networks forecast liquidity problems, while correlation networks forecast financial crises.",studi behavior interbank market around 2008 financi crisis use network analysis studi two network structures correl network base public trade bank return physic network base interbank lend transactions among public also privat banks two network behav similar precrisis dure crisi correl network show increas interconnectedness physic network highlight mark decreas interconnectedness moreover network respond differ monetari macroeconom shocks physic network forecast liquid problems correl network forecast financi crises,699,"['network analysi', 'macroprudenti regul', 'financi crise', 'bank sector']",4,8
2019,1.159193324849707,169.88699777329293,February,"['Financial analysts', 'Innovation', 'Corporate venture capital', 'Acquisition']","We study the effect of analyst coverage on firms’ innovation strategy and outcome. Using data of US firms from 1990 to 2012, we find evidence that an increase in financial analysts leads firms to cut research and development expenses, acquire more innovative firms, and invest in corporate venture capital. We attribute the first result to the effect of analyst pressure and the others to the informational role of analysts. We also find that financial analysts encourage firms to make more efficient investments related to innovation, which increases their future patents and citations and influences the novelty of their innovations.",studi effect analyst coverag firm innov strategi outcome use data us firm 1990 2012 find evid increas financi analyst lead firm cut research develop expenses acquir innov firms invest corpor ventur capital attribut first result effect analyst pressur inform role analysts also find financi analyst encourag firm make effici invest relat innovation increas futur patent citat influenc novelti innovations,635,"['financi analyst', 'innov', 'corpor ventur capit', 'acquisit']",4,2
2019,1.159193324849707,169.88699777329293,March,"['Collateralized loan obligations', 'Endogenous risk sharing', 'Global imbalances', 'Gross international asset positions']","We study the effect of collateralized lending and securitization on international capital flows and welfare in a two-country general equilibrium model with idiosyncratic investment risk. The low-margin country (Home) endogenously supplies more safe assets and enables more risk sharing. Upon financial integration, capital flows from Foreign (high-margin country) to Home, leading to lower interest rates and a larger global supply of safe assets. Unlike in standard models with partial equity issuance, in our model, Home can lose from financial integration due to the endogenous reduction in risk sharing and aggregate shocks can generate large gross capital flows.",studi effect collater lend securit intern capit flow welfar twocountri general equilibrium model idiosyncrat invest risk lowmargin countri home endogen suppli safe asset enabl risk sharing upon financi integration capit flow foreign highmargin country home lead lower interest rate larger global suppli safe assets unlik standard model partial equiti issuance model home lose financi integr due endogen reduct risk share aggreg shock generat larg gross capit flows,667,"['collater loan oblig', 'endogen risk share', 'global imbal', 'gross intern asset posit']",4,3
2019,1.159193324849707,169.88699777329293,October,"['Multinational corporations', 'Foreign direct investment', 'Property rights institutions', 'Investor protection', 'Firm valuation']","We study the effect of property rights institutions in host countries, the institutions protecting investors from expropriation by host country agents, on the geographic structure and valuation of US multinational corporations (MNCs). We provide firm-level evidence that better property rights attract investment from MNCs. We disentangle the effects of the Stulz (2005) “twin agency problems” in the context of foreign direct investment and show that our results are not driven by legal institutions protecting investors from expropriation by corporate insiders. Further, we show that changes in the quality of property rights in locations where MNCs operate have material impact on MNCs’ valuations.",studi effect properti right institut host countries institut protect investor expropri host countri agents geograph structur valuat us multin corpor mncs provid firmlevel evid better properti right attract invest mncs disentangl effect stulz 2005 twin agenc problems context foreign direct invest show result driven legal institut protect investor expropri corpor insiders further show chang qualiti properti right locat mncs oper materi impact mncs valuations,701,"['multin corpor', 'foreign direct invest', 'properti right institut', 'investor protect', 'firm valuat']",5,10
2019,1.159193324849707,169.88699777329293,September,"['Private equity', 'Restructuring', 'Human capital risk', 'Buyouts', 'Wages']","We study the human capital effects of private equity buyouts in Germany. We conduct matched-sample difference-in-differences estimations at the establishment and at the individual employee level with more than 152 thousand buyout employees and a carefully matched control group. Buyouts are followed by a reduction in overall employment and an increase in employee turnover. Employees of buyout targets experience earnings declines equivalent to 2.8% of median earnings in the fifth year after the buyout. Managers and older employees fare far worse after buyouts compared with the average target employee, even though they are not more likely to lose their jobs at the target compared with other employees. We argue that the employees most negatively affected after buyouts are those who are less likely to find new employment, not those who are most likely to lose their jobs. Evidence exists of a reduction in administrative staff and more hiring for jobs that require IT skills.",studi human capit effect privat equiti buyout germany conduct matchedsampl differenceindiffer estim establish individu employe level 152 thousand buyout employe care match control group buyout follow reduct overal employ increas employe turnover employe buyout target experi earn declin equival 28 median earn fifth year buyout manag older employe fare far wors buyout compar averag target employee even though like lose job target compar employees argu employe negat affect buyout less like find new employment like lose jobs evid exist reduct administr staff hire job requir skills,982,"['privat equiti', 'restructur', 'human capit risk', 'buyout', 'wage']",5,9
2019,1.159193324849707,169.88699777329293,December,"['Yield curve', 'Term structure', 'Recovery theorem', 'Traps', 'Cheeger inequality', 'Eigenvalue gap']",We study the properties of the yield curve under the assumptions that (i) the fixed-income market is complete and (ii) the state vector that drives interest rates follows a finite discrete-time Markov chain. We focus in particular on the relationship between the behavior of the long end of the yield curve and the recovered time discount factor and marginal utilities of a pseudo-representative agent; and on the relationship between the “trappedness” of an economy and the convergence of yields at the long end.,studi properti yield curv assumpt i fixedincom market complet ii state vector drive interest rate follow finit discretetim markov chain focus particular relationship behavior long end yield curv recov time discount factor margin util pseudorepres agent relationship trappedness economi converg yield long end,513,"['yield curv', 'term structur', 'recoveri theorem', 'trap', 'cheeger inequ', 'eigenvalu gap']",6,12
2019,1.159193324849707,169.88699777329293,August,"['Debt capital structure', 'Bond debt', 'Unconventional monetary policy', 'Quantitative easing', 'Real effects']","We study the transmission channels from central banks’ quantitative easing programs via the banking sector when central banks start purchasing corporate bonds. We find evidence consistent with a “capital structure channel” of monetary policy. The announcement of central bank purchases reduces the bond yields of firms whose bonds are eligible for central bank purchases. These firms substitute bank term loans with bond debt, thereby relaxing banks’ lending constraints: banks with low tier-1 ratios and high nonperforming loans increase lending to private (and profitable) firms, which experience a growth in investment. The credit reallocation increases banks’ risk-taking in corporate credit.",studi transmiss channel central bank quantit eas program via bank sector central bank start purchas corpor bonds find evid consist capit structur channel monetari policy announc central bank purchas reduc bond yield firm whose bond elig central bank purchases firm substitut bank term loan bond debt therebi relax bank lend constraints bank low tier1 ratio high nonperform loan increas lend privat and profitable firms experi growth investment credit realloc increas bank risktak corpor credit,696,"['debt capit structur', 'bond debt', 'unconvent monetari polici', 'quantit eas', 'real effect']",5,8
2019,1.159193324849707,169.88699777329293,April,"['Retail trading', 'Insiders', 'Officers and directors', 'Investor experience']","We study whether industry familiarity is an advantage in stock trading by exploring the trading patterns of industry insiders in their own personal portfolios. To do so, we identify accounts of industry insiders in a large data set provided by a retail discount broker. We find that insiders trade firms from their own industry more frequently. Furthermore, they earn abnormal returns exclusively when trading own-industry stocks, especially obscure stocks (small, low analyst coverage, high volatility). In a battery of tests, we find no evidence of the use of private information. The results are most consistent with the interpretation that industry familiarity is an advantage in stock trading.",studi whether industri familiar advantag stock trade explor trade pattern industri insid person portfolios so identifi account industri insid larg data set provid retail discount broker find insid trade firm industri frequently furthermore earn abnorm return exclus trade ownindustri stocks especi obscur stock small low analyst coverage high volatility batteri tests find evid use privat information result consist interpret industri familiar advantag stock trading,698,"['retail trade', 'insid', 'offic and director', 'investor experi']",4,4
2019,1.159193324849707,169.88699777329293,June,"['Experiences', 'Risk taking', 'Financial crisis', 'Household finance']","We study whether personal experiences are so powerful that they make individuals actively shy away from risk. Our research design relies on portfolio decisions relating to inheritances, which alter the active decision from one of choosing to take risk to one of choosing to reduce risk. Experience derives from investments in banks that defaulted following the 2007–2009 financial crisis. We classify experiences into first-hand experiences, resulting from personal losses; second-hand experiences, from losses of family members; and third-hand experiences, from locations where banks defaulted. Our results demonstrate that experiences gained personally, not common shocks, make individuals shy away from risk.",studi whether person experi power make individu activ shi away risk research design reli portfolio decis relat inheritances alter activ decis one choos take risk one choos reduc risk experi deriv invest bank default follow 20072009 financi crisis classifi experi firsthand experiences result person losses secondhand experiences loss famili members thirdhand experiences locat bank defaulted result demonstr experi gain personally common shocks make individu shi away risk,711,"['experi', 'risk take', 'financi crisi', 'household financ']",4,6
2019,1.159193324849707,169.88699777329293,November,"['Uncertainty', 'Liquidity', 'Financial crisis', 'Natural experiment']","We test the effects of uncertainty on market liquidity using Hurricane Sandy as a natural experiment. Given the unprecedented strength, scale, and nature of the storm, the potential damages of a landfall near the Greater New York area were unpredictable and therefore uncertain. Using a difference-in-differences setting, we compare the market reactions of Real Estate Investment Trusts (REITs) with and without properties in the widely published evacuation zone of New York City prior to landfall. We find relatively less trading and wider bid-ask spreads in affected REITs. The results confirm theory on the detrimental effects of uncertainty on market functioning.",test effect uncertainti market liquid use hurrican sandi natur experiment given unpreced strength scale natur storm potenti damag landfal near greater new york area unpredict therefor uncertain use differenceindiffer setting compar market reaction real estat invest trust reits without properti wide publish evacu zone new york citi prior landfall find relat less trade wider bidask spread affect reits result confirm theori detriment effect uncertainti market functioning,667,"['uncertainti', 'liquid', 'financi crisi', 'natur experi']",4,11
2019,1.159193324849707,169.88699777329293,March,"['Arrow–Debreu state prices', 'Bear beta', 'Bear market risk', 'Downside risk', 'Factor models']","We test whether bear market risk, time variation in the probability of future bear market states, is priced. We construct an Arrow–Debreu security that pays off in bear market states (AD Bear) from traded Standard & Poor’s (S&P) 500 index options and use its returns to measure bear market risk. We find that bear beta (exposure to bear market risk) has a strong relation with expected stock returns that is robust, persistent, and remains strong among liquid and large stocks. Historical bear beta also predicts future bear market risk exposure. We conclude that bear market risk is priced in the cross section of stock returns.",test whether bear market risk time variat probabl futur bear market states priced construct arrowdebreu secur pay bear market state ad bear trade standard  poor sp 500 index option use return measur bear market risk find bear beta exposur bear market risk strong relat expect stock return robust persistent remain strong among liquid larg stocks histor bear beta also predict futur bear market risk exposure conclud bear market risk price cross section stock returns,629,"['arrow–debreu state price', 'bear beta', 'bear market risk', 'downsid risk', 'factor model']",5,3
2019,1.159193324849707,169.88699777329293,December,"['Housing market', 'Real estate agents', 'Information advantages', 'Bargaining power', 'Market distortion']","We use a large housing transaction data set in Singapore to study whether real estate agents use information advantages to buy houses at bargain prices. Agents bought their own houses at prices that are 2.54% lower than comparable houses bought by other buyers. Consistent with information asymmetries, agent buyers have more information advantages in less informative environments, and agent buyers are more likely to buy houses from agent sellers. Agent discounts are from both “cherry picking” and bargaining power, and bargaining power contributes more to the agent discounts. Agents’ advantage consists in their information of available houses and previous purchase prices.",use larg hous transact data set singapor studi whether real estat agent use inform advantag buy hous bargain prices agent bought hous price 254 lower compar hous bought buyers consist inform asymmetries agent buyer inform advantag less inform environments agent buyer like buy hous agent sellers agent discount cherri picking bargain power bargain power contribut agent discounts agent advantag consist inform avail hous previous purchas prices,678,"['hous market', 'real estat agent', 'inform advantag', 'bargain power', 'market distort']",5,12
2019,1.159193324849707,169.88699777329293,February,"['Hedge funds', 'Opportunistic trading', 'Lockups', 'Options', 'Derivatives', 'Financial crises']","We use a unique data set of hedge fund long equity and equity option positions to investigate a significant lockup-related premium earned during the tech bubble (1999–2001) and financial crisis (2007–2009). Net fund flows are significantly greater among lockup funds during crisis and noncrisis periods. Managers of hedge funds with locked-up capital trade opportunistically against flow-motivated trades of non-lockup managers, consistent with a hypothesis of rent extraction in providing crisis era liquidity. The success of this opportunistic trading is concentrated during periods of high borrowing costs, in less liquid stock markets, and is enhanced by hedging in the equity option market.",use uniqu data set hedg fund long equiti equiti option posit investig signific lockuprel premium earn dure tech bubbl 19992001 financi crisi 20072009 net fund flow signific greater among lockup fund dure crisi noncrisi periods manag hedg fund lockedup capit trade opportunist flowmotiv trade nonlockup managers consist hypothesi rent extract provid crisi era liquidity success opportunist trade concentr dure period high borrow costs less liquid stock markets enhanc hedg equiti option market,695,"['hedg fund', 'opportunist trade', 'lockup', 'option', 'deriv', 'financi crise']",6,2
2019,1.159193324849707,169.88699777329293,September,"['Family firms', 'Organizational structure', 'Employee effort']","We use detailed information on individual absent spells of all employees in 4140 firms in Denmark to show large differences in average absenteeism across firms. Using employees who switch firms, we decompose days absent into an individual component (e.g., motivation, work ethic) and a firm component (e.g., incentives, corporate culture). We find the firm component explains 50%–60% of the difference in absenteeism across firms, with the individual component explaining the rest. We present suggestive evidence of the mechanisms behind the firm effect with family firm status and concentrated ownership strongly correlated with decreases in absenteeism. We also analyze the firm characteristics that correlate with the individual effect and find that firms with stronger career incentives attract lower-absenteeism employees.",use detail inform individu absent spell employe 4140 firm denmark show larg differ averag absente across firms use employe switch firms decompos day absent individu compon eg motivation work ethic firm compon eg incentives corpor culture find firm compon explain 5060 differ absente across firms individu compon explain rest present suggest evid mechan behind firm effect famili firm status concentr ownership strong correl decreas absenteeism also analyz firm characterist correl individu effect find firm stronger career incent attract lowerabsente employees,827,"['famili firm', 'organiz structur', 'employe effort']",3,9
2019,1.159193324849707,169.88699777329293,October,"['Volatility', 'Investment shocks', 'Asset pricing', 'Economic growth']","What is the impact of higher technological volatility on asset prices and macroeconomic aggregates? I find the answer hinges on its sectoral origin. Volatility that originates from the consumption (investment) sector drops (raises) macroeconomic growth rates and stock prices. Moreover, consumption (investment) sector’s technological volatility has a positive (negative) market price of risk. I show that a quantitative two-sector DSGE model that features monopolistic power for firms and sticky prices, as well as early resolution of uncertainty, can explain the differential impact of sectoral volatilities on real and financial variables. In all, the sectoral decomposition of volatility can overturn the typical negative relation between aggregate volatility and economic activity.",impact higher technolog volatil asset price macroeconom aggregates find answer hing sector origin volatil origin consumpt investment sector drop raises macroeconom growth rate stock prices moreover consumpt investment sector technolog volatil posit negative market price risk show quantit twosector dsge model featur monopolist power firm sticki prices well earli resolut uncertainty explain differenti impact sector volatil real financi variables all sector decomposit volatil overturn typic negat relat aggreg volatil econom activity,786,"['volatil', 'invest shock', 'asset price', 'econom growth']",4,10
2019,1.159193324849707,169.88699777329293,December,"['Term structure', 'Portfolio balance', 'ZLB', 'Quantitative easing', 'Forward guidance']","With risk-averse arbitrageurs and an effective lower bound (ELB) on nominal rates, nonlinear interactions among short-rate expectations, bond supply, and term premia emerge in equilibrium. These interactions, which are absent from affine models, help explain the observed behavior of the yield curve near the ELB, including evidence about unconventional monetary policy. The impact of both short-rate expectations and bond supply are attenuated at the ELB. However, in simulations of the post-crisis experience in the U.S., shocks to investors’ duration-risk exposures have much smaller effects than shocks to the anticipated path of short rates. The latter shocks matter, in part, because of the reduction in interest-rate volatility associated with a longer expected stay at the ELB—a novel channel of unconventional policy.",riskavers arbitrageur effect lower bound elb nomin rates nonlinear interact among shortrat expectations bond supply term premia emerg equilibrium interactions absent affin models help explain observ behavior yield curv near elb includ evid unconvent monetari policy impact shortrat expect bond suppli attenu elb however simul postcrisi experi us shock investor durationrisk exposur much smaller effect shock anticip path short rates latter shock matter part becaus reduct interestr volatil associ longer expect stay elba novel channel unconvent policy,826,"['term structur', 'portfolio balanc', 'zlb', 'quantit eas', 'forward guidanc']",5,12
2018,1.07503504023974,169.802853643638,June,"['Financial crisis', 'Subprime mortgages', 'Financial fraud', 'CEO incentives', 'CEO pay']","Prominent policy makers assert that managerial short-termism was at the root of the subprime crisis of 2007–2009. Prior scholarly research, however, largely rejects this assertion. Using a more comprehensive measure of Chief Executive Officer (CEO) incentives for short-termism, we uncover evidence that short-termism indeed played a role. Firms whose CEOs were contractually allowed to sell or exercise more of their stock and options holdings sooner had more subprime exposure, a higher probability of financial distress, and lower risk-adjusted stock returns during the crisis, as well as higher fines and settlements for subprime-related fraud.",promin polici maker assert manageri shortterm root subprim crisi 20072009 prior scholar research however larg reject assertion use comprehens measur chief execut offic ceo incent shorttermism uncov evid shortterm inde play role firm whose ceo contractu allow sell exercis stock option hold sooner subprim exposure higher probabl financi distress lower riskadjust stock return dure crisis well higher fine settlement subprimerel fraud,648,"['financi crisi', 'subprim mortgag', 'financi fraud', 'ceo incent', 'ceo pay']",5,6
2018,1.07503504023974,169.802853643638,July,"['Generalized disappointment aversion', 'Downside risks', 'Cross-section']","In an intertemporal equilibrium asset pricing model featuring disappointment aversion and changing macroeconomic uncertainty, we show that besides the market return and market volatility, three disappointment-related factors are also priced: a downstate factor, a market downside factor, and a volatility downside factor. We find that expected returns on various asset classes reflect premiums for bearing undesirable exposures to these factors. The signs of estimated risk premiums are consistent with the theoretical predictions. Our most general, five-factor model is very successful in jointly pricing stock, option, and currency portfolios, and provides considerable improvement over nested specifications previously discussed in the literature.",intertempor equilibrium asset price model featur disappoint avers chang macroeconom uncertainty show besid market return market volatility three disappointmentrel factor also priced downstat factor market downsid factor volatil downsid factor find expect return various asset class reflect premium bear undesir exposur factors sign estim risk premium consist theoret predictions general fivefactor model veri success joint price stock option currenc portfolios provid consider improv nest specif previous discuss literature,750,"['general disappoint avers', 'downsid risk', 'cross-sect']",3,7
2018,1.07503504023974,169.802853643638,December,"['Bank runs', 'Sovereign default', 'Strategic complementarity', 'Government bond yield']","This paper studies the effects of government guarantees on the interconnection between banking and sovereign debt crises in a framework where both the banks and the government are fragile and the credibility and feasibility of the guarantees are determined endogenously. The analysis delivers some new results on the role of guarantees in the bank-sovereign nexus. First, guarantees emerge as a key channel linking banks’ and sovereign stability, even in the absence of banks’ holdings of sovereign bonds. Second, depending on the specific characteristics of the economy and the nature of banking crises, an increase in the size of guarantees can be beneficial for the bank-sovereign nexus in that it enhances financial stability without undermining sovereign solvency.",paper studi effect govern guarante interconnect bank sovereign debt crise framework bank govern fragil credibl feasibl guarante determin endogenously analysi deliv new result role guarante banksovereign nexus first guarante emerg key channel link bank sovereign stability even absenc bank hold sovereign bonds second depend specif characterist economi natur bank crises increas size guarante benefici banksovereign nexus enhanc financi stabil without undermin sovereign solvency,769,"['bank run', 'sovereign default', 'strateg complementar', 'govern bond yield']",4,12
2018,1.07503504023974,169.802853643638,April,"['Asset management', 'Networks', 'Investment performance', 'Flows', 'Manager skills']","We show a positive relation between network centrality and risk-adjusted performance in a delegated investment management setting. More connected managers take more portfolio risk and receive higher investor flows, consistent with these managers improving their ability to exploit investment opportunities through their network connections. Greater network connections are shown to be particularly important in reducing the diseconomies of scale for large managers who are well connected. We also use the exogenous merger of two investment consultants, which creates a sudden change in the network connections of the managers they oversee, to provide evidence that a greater number of connections translates into better portfolio performance.",show posit relat network central riskadjust perform deleg invest manag setting connect manag take portfolio risk receiv higher investor flows consist manag improv abil exploit invest opportun network connections greater network connect shown particular import reduc diseconomi scale larg manag well connected also use exogen merger two invest consultants creat sudden chang network connect manag oversee provid evid greater number connect translat better portfolio performance,742,"['asset manag', 'network', 'invest perform', 'flow', 'manag skill']",5,4
2018,1.07503504023974,169.802853643638,September,"['Extreme returns', 'Skewness', 'Lottery', 'Idiosyncratic volatility', 'Aggregate volatility risk']","The paper shows that lottery-like stocks are hedges against unexpected increases in market volatility. The loading on the aggregate volatility risk factor explains the majority of low abnormal returns to stocks with high maximum returns in the past month (Bali et al., 2011) and high expected skewness (Boyer et al., 2010). Aggregate volatility risk also explains the new evidence that the maximum effect and the skewness effect are stronger for firms with high market to book or high expected probability of bankruptcy.",paper show lotterylik stock hedg unexpect increas market volatility load aggreg volatil risk factor explain major low abnorm return stock high maximum return past month bali et al 2011 high expect skew boyer et al 2010 aggreg volatil risk also explain new evid maximum effect skew effect stronger firm high market book high expect probabl bankruptcy,520,"['extrem return', 'skew', 'lotteri', 'idiosyncrat volatil', 'aggreg volatil risk']",5,9
2018,1.07503504023974,169.802853643638,November,"['Stock returns', 'Event study', 'Corporate taxes', 'Trade policy', 'Corporate interest payments', 'Post-news drift', 'Election surprise', 'Market efficiency', 'Price contribution analysis']","Donald Trump's surprise election shifted expectations: corporate taxes would be lower and trade policies more restrictive. Relative stock prices responded appropriately. High-tax firms and those with large deferred tax liabilities (DTLs) gained; those with significant deferred tax assets from net operating loss carryforwards (NOL DTAs) lost. Domestically focused companies fared better than internationally oriented firms. A price contribution analysis shows that easily assessed consequences (DTLs, NOL DTAs, tax rates) were priced faster than more complex issues (net DTLs, foreign exposure). In sum, the analysis demonstrates that expectations about tax rates greatly impact firm values.",donald trump surpris elect shift expectations corpor tax would lower trade polici restrictive relat stock price respond appropriately hightax firm larg defer tax liabil dtls gained signific defer tax asset net oper loss carryforward nol dtas lost domest focus compani fare better intern orient firms price contribut analysi show easili assess consequ dtls nol dtas tax rates price faster complex issu net dtls foreign exposure sum analysi demonstr expect tax rate great impact firm values,692,"['stock return', 'event studi', 'corpor tax', 'trade polici', 'corpor interest payment', 'post-new drift', 'elect surpris', 'market effici', 'price contribut analysi']",9,11
2018,1.07503504023974,169.802853643638,September,"['Mergers and acquisitions', 'Policy uncertainty', 'Real options']","Political and regulatory uncertainty is strongly negatively associated with merger and acquisition activity at the macro and firm levels. The strongest effects are for uncertainty regarding taxes, government spending, monetary and fiscal policies, and regulation. Consistent with a real options channel, the effect is exacerbated for less reversible deals and for firms whose product demand or stock returns exhibit greater sensitivity to policy uncertainty, but attenuated for deals that cannot be delayed due to competition and for deals that hedge firm-level risk. Contractual mechanisms (deal premiums, termination fees, MAC clauses) unanimously point to policy uncertainty increasing the target’s negotiating power.",polit regulatori uncertainti strong negat associ merger acquisit activ macro firm levels strongest effect uncertainti regard taxes govern spending monetari fiscal policies regulation consist real option channel effect exacerb less revers deal firm whose product demand stock return exhibit greater sensit polici uncertainty attenu deal cannot delay due competit deal hedg firmlevel risk contractu mechan deal premiums termin fees mac clauses unanim point polici uncertainti increas target negoti power,720,"['merger and acquisit', 'polici uncertainti', 'real option']",3,9
2018,1.07503504023974,169.802853643638,November,"['Hedge fund activism', 'Innovation', 'Resource allocation', 'Human capital redeployment']","This paper studies how hedge fund activism impacts corporate innovation. Firms targeted by activists improve their innovation efficiency over the five-year period following hedge fund intervention. Despite a tightening in research and development (R&D) expenditures, target firms increase innovation output, as measured by both patent counts and citations, with stronger effects among firms with more diversified innovation portfolios. Reallocation of innovative resources, redeployment of human capital, and change to board-level expertise all contribute to improve target firms’ innovation. Additional tests help isolate the effect of intervention from alternative explanations, including mean reversion, sample attrition, voluntary reforms, or activist stock-picking.",paper studi hedg fund activ impact corpor innovation firm target activist improv innov effici fiveyear period follow hedg fund intervention despit tighten research develop rd expenditures target firm increas innov output measur patent count citations stronger effect among firm diversifi innov portfolios realloc innov resources redeploy human capital chang boardlevel expertis contribut improv target firm innovation addit test help isol effect intervent altern explanations includ mean reversion sampl attrition voluntari reforms activist stockpicking,770,"['hedg fund activ', 'innov', 'resourc alloc', 'human capit redeploy']",4,11
2018,1.07503504023974,169.802853643638,August,"['Bonding', 'Class actions', 'Cross-listing', 'Corporate governance', 'Civil liability', 'Reputation']","We use a US Supreme Court case, Morrison v. National Australia Bank (2010), as a natural experiment to test the legal bonding hypothesis. By decreasing the potential liability of US-listed foreign firms, particularly due to class action lawsuits, Morrison arguably eroded their legal bonding to compliance with disclosure duties. Nevertheless, we find evidence of an increase or insignificant change in share values. Tests of longer-run effects of the legal event indicate that foreign firms’ disclosure quality and likelihood of facing enforcement actions remained stable, as did investors’ revealed preferences for trading on US markets. These results go against the legal bonding hypothesis but are consistent with reputational bonding and with market-based accounts of US cross-listing. Our results may contribute to ongoing debate about civil enforcement of securities laws through class actions.",use us suprem court case morrison v nation australia bank 2010 natur experi test legal bond hypothesis decreas potenti liabil uslist foreign firms particular due class action lawsuits morrison arguabl erod legal bond complianc disclosur duties nevertheless find evid increas insignific chang share values test longerrun effect legal event indic foreign firm disclosur qualiti likelihood face enforc action remain stable investor reveal prefer trade us markets result go legal bond hypothesi consist reput bond marketbas account us crosslisting result may contribut ongo debat civil enforc secur law class actions,901,"['bond', 'class action', 'cross-list', 'corpor govern', 'civil liabil', 'reput']",6,8
2018,1.07503504023974,169.802853643638,January,"['Credit default swaps', 'CDS', 'Empty creditor', 'Restructuring', 'Bankruptcy']","We examine the effect of introducing credit default swaps (CDSs) on firm value. Our model allows for dynamic investment and financing, and bondholders can trade in the CDS market. The model incorporates both negative and positive effects of CDSs. CDS markets lead to more liquidations, but they also reduce the probability of costly debt renegotiation and reduce costly equity financing. After calibrating the model, we find that firm value increases by 2.9% on average with the introduction of a CDS market. Firms also invest more and increase leverage. The effect on firm value is strongest for small, financially constrained, and low productivity firms.",examin effect introduc credit default swap cdss firm value model allow dynam invest financing bondhold trade cds market model incorpor negat posit effect cdss cds market lead liquidations also reduc probabl cost debt renegoti reduc cost equiti financing calibr model find firm valu increas 29 averag introduct cds market firm also invest increas leverage effect firm valu strongest small financi constrained low product firms,656,"['credit default swap', 'cds', 'empti creditor', 'restructur', 'bankruptci']",5,1
